text,hap_val,ang_val,sad_val,fea_val,dis_val,EMO_lab
"jeżeli zjednoczylibyśmy swój głos, zagłosowali na jednego kandydata, to przykrylibyśmy partyjną hołotę z PiS czapkami przedsiębiorców w Polsce jest 2 miliony",0.79,0.39,0.32,0.38,0.31,HAP
"jeżeli zjednoczylibyśmy swój głos, zagłosowali na jednego kandydata, to przykrylibyśmy partyjną hołotę z PiS czapkami nas przedsiębiorców w samym Internecie jest 200 tysięcy",0.47,0.32,0.24,0.27,0.24,HAP
przykrycie partyjnej chołoty PiS czapkami to jest nasze bezpieczeństwo największym zagrożeniem dla polskich obywateli jest polski rząd,0.4,0.62,0.43,0.53,0.45,ANG
Polacy muszą postawić na mądre rządy przedsiębiorców największym zagrożeniem dla polskich obywateli jest polski rząd,0.31,0.73,0.49,0.58,0.57,ANG
Polacy muszą postawić na mądre rządy przedsiębiorców politycy zbłaźnili się wobec tego kryzysu,0.3,0.78,0.6,0.69,0.61,ANG
koniec z klasą polityczną Polacy muszą postawić na mądre rządy przedsiębiorców,0.9,0.84,0.78,0.82,0.65,HAP
"Mirosław Piotrowski jako prezydent doprowadzi natychmiast do załagodzenia konfliktów z Unią Europejską Mirosław Piotrowski powtarza, że konflikt z Unią Europejską da się załatwić w tydzień, tylko trzeba chcieć",0.69,0.86,0.87,0.87,0.66,SAD
Mirosław Piotrowski jako prezydent doprowadzi natychmiast do załagodzenia konfliktów z Unią Europejską Mirosław Piotrowski chce załatwić konflikt z Unią Europejską,0.62,0.89,0.91,0.89,0.7,SAD
Paweł Tanajno nie odwiedziłby żadnej stolicy zanim nie pojechałby najpierw do polskich przedsiębiorców polscy przedsiębiorcy teraz są poddani eksterminacji rządu PiS,0.12,0.23,0.14,0.15,0.2,ANG
"pan Jacek nie może utrzymać swojej rodziny, spłacić kredytów, ani zapłacić leasingu rząd Morawieckiego wystraszył ludzi i pan Jacek nie ma klientów",0.97,0.94,0.78,0.9,0.77,HAP
"Tadeusz Gołębiewski zastawił cały swój majątek, aby ratować 950 miejsc pracy rząd i kandydat Andrzej Duda nie robią nic, żeby pomóc polskim przedsiębiorcom",1.21,0.72,0.59,0.78,0.55,HAP
"na cel pierwszej wizyty Krzysztof Bosak wybrałby Budapeszt państwo, które dumnie broni swoich wartości konserwatywnych, dumnie broni również swoich interesów i prowadzi politykę, którą postuluje Krzysztof Bosak, to Węgry",0.95,0.78,0.72,0.89,0.66,HAP
"rozpoczynając swoją kadencję Krzysztof Bosak nie dawałby jednoznacznych znaków, co do tego, do którego państwa mu najbliżej, na relacjach z którym państwem by mu najbardziej zależało nie warto w ten sposób prowadzić politykę, nie warto szukać poklepywania po plecach na salonach europejskich, amerykańskich czy izraelskich",0.92,0.69,0.61,0.74,0.57,HAP
"rozpoczynając swoją kadencję Krzysztof Bosak nie dawałby jednoznacznych znaków, co do tego, do którego państwa mu najbliżej, na relacjach z którym państwem by mu najbardziej zależało trzeba dumnie bronić interesów narodowych naszego państwa",1.35,0.81,0.81,0.9,0.65,HAP
"rozpoczynając swoją kadencję Krzysztof Bosak nie dawałby jednoznacznych znaków, co do tego, do którego państwa mu najbliżej, na relacjach z którym państwem by mu najbardziej zależało dumna obrona interesów narodowych naszego państwa jest bardzo trudna",1.31,0.74,0.75,0.79,0.62,HAP
"na cel pierwszej wizyty Krzysztof Bosak wybrałby Budapeszt wizyta na Węgrzech pozwoliłaby pokazać, że państwo, które było sekowane za mówienie prawdy na forum Unii Europejskiej jest bliskie Krzysztofowi Bosakowi",0.88,0.47,0.51,0.66,0.44,HAP
"na cel pierwszej wizyty Krzysztof Bosak wybrałby Budapeszt wizyta na Węgrzech pozwoliłaby wskazać właśnie, że współpraca regionalna to jest dobry kierunek",0.69,0.42,0.42,0.59,0.41,HAP
"Mirosław Piotrowski startuję na Prezydenta Rzeczypospolitej Polskiej, bo ma najlepszy program z x powodów Mirosław Piotrowski gwarantuje, że jako Prezydent Rzeczypospolitej Polskiej skorzystam z inicjatywy ustawodawczej i obniży, bardzo obniży podatki",0.49,0.5,0.45,0.43,0.42,ANG
"Mirosław Piotrowski startuję na Prezydenta Rzeczypospolitej Polskiej, bo ma najlepszy program z x powodów Mirosław Piotrowski powie stop podatkom",0.5,0.56,0.53,0.53,0.47,ANG
"Mirosław Piotrowski startuję na Prezydenta Rzeczypospolitej Polskiej, bo ma najlepszy program z x powodów Mirosław Piotrowski będzie szlifował bezcenny brylant, jakim jest Polonia i Polacy na całym świecie",0.42,0.29,0.29,0.29,0.23,HAP
"Mirosław Piotrowski  prosi o państwa głos z x powodów Mirosław Piotrowski startuję na Prezydenta Rzeczypospolitej Polskiej, bo ma najlepszy program z x powodów",0.42,0.47,0.48,0.44,0.41,SAD
Mirosław Piotrowski  prosi o państwa głos z x powodów Prezydent Rzeczypospolitej Polskiej musi być samodzielny,0.68,0.68,0.69,0.65,0.59,SAD
"Mirosław Piotrowski  prosi o państwa głos z x powodów 5 lat temu Mirosław Piotrowski razem z rodziną, tak jak i wielu Polaków zagłosował na prezydenta Andrzeja Dudę",0.42,0.44,0.45,0.43,0.39,SAD
"Mirosław Piotrowski  prosi o państwa głos z x powodów Andrzej Duda zawiódł Mirosława Piotrowskiego i jego rodzinę, i czują się oszukani",0.58,0.5,0.56,0.53,0.43,HAP
"zlikwidujmy ten podły podatek dochodowy podatek dochodowy i tak dochodów dla państwa nie przynosi, którzy tylko kontrol ludności",1.36,1.72,1.59,1.51,1.46,ANG
"zlikwidujmy ten podły podatek dochodowy nie jest problemem dać homoseksualistom prawo spadku, darowizny i możliwość wspólnego rozliczania się z podatku dochodowego",0.58,1.23,1.22,1.14,1.0,ANG
"zlikwidujemy podatek spadkowy homoseksualiści odczepią się od małżeństw i od tego, żeby być małżeństwami",0.2,0.59,0.55,0.47,0.5,ANG
"a jeśli homoseksualiści chcą być małżeństwami, to niech se założą własny homoseksualny kościół i tam sobie śluby za... zawierają małżeństwo wydawane przez kościół homoseksulany nie będzie miało żadnego związku z państwem, z podatkami i tak dalej",1.71,1.24,1.28,1.45,1.05,HAP
małżeństwa formalne mają konkretny zysk małżeństwa formalne mogą się wspólnie rozliczać z podatku dochodowego,0.53,0.47,0.44,0.44,0.39,HAP
"przestańcie głosować na polityków nic nie zmieni w tym kraju, gdy rządzą politycy",0.41,0.26,0.24,0.32,0.23,HAP
"skala obłudy politycznej, jaka tutaj jest, po prostu przebiła wszelkie możliwe rejestry o ile Paweł Tanajno dobrze pamięta, Robert Biedroń był w klubie Ruchu Palikota i Ruch Palikota z Robertem Biedroniem odpowiedzialnie głosowali za podwyższeniem wieku emerytalnego",0.31,0.18,0.21,0.22,0.17,HAP
"skala obłudy politycznej, jaka tutaj jest, po prostu przebiła wszelkie możliwe rejestry Paweł Tanajno miał okazję być z Andrzejem Dudą na debacie w 2015 i pamięta jak Andrzej Duda obiecywał siedmiuset tysiącom frankowiczów, że momentalnie rozwiąże ich problem",0.32,0.32,0.29,0.3,0.24,HAP
"skala obłudy politycznej, jaka tutaj jest, po prostu przebiła wszelkie możliwe rejestry musieli czekać na wyrok sądu europejskiego, żeby poprawić sytuację frankowiczów i dalej frankowiczom nie pomagacie, dalej sprawy są sądach",1.07,1.13,1.04,1.23,0.86,FEA
"Szymon Hołownia prosi o rzecz x, chce pokazać swoim wyborcom rzecz y, wyborcom, którym podoba się program i chcą zbojkotować wybory w tej chwili na stronie Hołownia2020.pl i na profilu na Facebooku Szymona Hołowni zostały opublikowane wyniki badań zamówione przez sztab Szymona Hołowni w wielu sondażowniach",0.88,0.52,0.54,0.65,0.44,HAP
"Szymon Hołownia prosi o rzecz x, chce pokazać swoim wyborcom rzecz y, wyborcom, którym podoba się program i chcą zbojkotować wybory wyniki badań znajdujące się Hołownia2020.pl i na profilu Szymona Hołowni przedstawiają rzecz x",1.12,0.66,0.7,0.88,0.57,HAP
wyniki badań znajdujące się Hołownia2020.pl i na profilu Szymona Hołowni przedstawiają rzecz x wybory zostaną zbojkotowane,1.14,0.64,0.64,1.0,0.53,HAP
bojkot wyborów nie ma sensu po ostatnich pięciu latach Polska nie może sobie pozwolić na to by wybory wygrał Andrzej Duda,1.45,0.78,0.88,1.12,0.53,HAP
bojkot wyborów nie ma sensu teraz jest czas walki,1.87,1.27,1.22,1.62,0.86,HAP
Szymon Hołownia wygra  z Andrzejem Dudą i zostanie prezydentem wyborców.  wybory nie zostaną zbojkotowane,0.5,0.34,0.29,0.4,0.26,HAP
"Krzysztof Bosak nie jest kandydatem z establishmentu ani medialnego, ani partyjnego, ani żadnego innego za Krzysztofem Bosakiem stoją jedynie zwykli polscy patrioci",0.38,0.33,0.24,0.28,0.22,HAP
"Konfederacja jest w tej chwili takim biegunem ideowej prawicy, merytoryczną opozycją w polskim Sejmie, która nie bawi się w blokowanie, nie bawi się w bicie piany, tylko merytorycznie krytykuje wszystkie projekty ustaw Konfederacja wskazuje, jaki jest interes polskich obywateli",1.02,0.76,0.67,0.72,0.63,HAP
"Konfederacja jest w tej chwili takim biegunem ideowej prawicy, merytoryczną opozycją w polskim Sejmie, która nie bawi się w blokowanie, nie bawi się w bicie piany, tylko merytorycznie krytykuje wszystkie projekty ustaw Konfederacja wskazuje jaki jest polski interes na forum międzynarodowym",0.98,0.73,0.64,0.69,0.6,HAP
"Konfederacja jest w tej chwili takim biegunem ideowej prawicy, merytoryczną opozycją w polskim Sejmie, która nie bawi się w blokowanie, nie bawi się w bicie piany, tylko merytorycznie krytykuje wszystkie projekty ustaw Konfederacja wskazuje jaki jest interes polskich przedsiębiorców",1.02,0.76,0.67,0.72,0.63,HAP
"idee Krzysztofa Bosaka, to nowoczesny konserwatyzm i wolność gospodarcza. Krzysztof Bosak będzie dumnie bronił polskich interesów na forum międzynarodowym, w relacjach z Amerykanami, w relacjach z Izraelem, w relacjach z Unią Europejską, w relacjach z naszymi sąsiadami, jak Ukraina czy Litwa, czy Rosja",0.59,0.25,0.22,0.32,0.19,HAP
"Władysław Kosiniak-Kamysz wie  jak bardzo publiczność tęskni za normalnością Władysław Kosiniak-Kamysz będzie prezydentem, który przywróci normalność po czasie koronawirusa, nieskutecznej tarczy antykryzysowej, nieskutecznych działań rządzących.",0.88,0.51,0.6,0.63,0.41,HAP
Władysław Kosiniak-Kamysz wie  jak bardzo publiczność tęskni za normalnością Władysław Kosiniak-Kamysz przywróci normalność w relacjach międzyludzkich,0.51,0.31,0.53,0.41,0.22,SAD
"rzecz x jest bardzo potrzebna, bo ona buduje siłę państwa rzecz x jest gwarantem bezpieczeństwa",2.0,1.04,1.05,1.27,0.86,HAP
"rzecz x jest bardzo potrzebna, bo ona buduje siłę państwa Władysław Kosiniak-Kamysz przywróci normalność w relacjach międzyludzkich",1.47,0.75,0.75,0.93,0.6,HAP
wciąż nie wiadomo kiedy odbędą się wybory prezydenckie nie uzyskaliśmy odpowiedzi na rzecz x,1.59,0.72,0.67,1.03,0.59,HAP
"pierwszym państwem, do którego pojechałby Marek Jakubiak byłyby Węgry Polak, Węgier dwa bratanki",0.47,0.39,0.38,0.36,0.37,HAP
"pierwszym państwem, do którego pojechałby Marek Jakubiak byłyby Węgry pierwszym państwem, do którego pojechałby Marek Jakubiak byłyby Węgry tylko i wyłącznie dlatego, że Marek Jakubiak pamięta, jak stanęli murem za nami, wtedy, kiedy cała Unia Europejska krzyczała na nas i zdzierała z nas szaty porządnych chrześcijan",0.56,0.61,0.54,0.57,0.5,ANG
"miejsce, do którego Marek Jakubiak szczególnie chciałby pojechać to Bruksela w Brukseli Marek Jakubiak spotkałby się z naszymi europosłami i powiedział im, że żaden orzeł do własnego gniazda nie robi",1.42,0.67,0.67,0.82,0.62,HAP
"miejsce, do którego Marek Jakubiak szczególnie chciałby pojechać to Bruksela Marek Jakubiak za często wstydzi się za europosłów",1.02,0.54,0.51,0.53,0.52,HAP
"minione prawie 5 lat, to był dla Polski dobry czas. czas dobrze prowadzonej gospodarki, czas programów społecznych, dzięki którym zyskała polska rodzina",0.33,0.18,0.2,0.23,0.14,HAP
"czas dobrze prowadzonej gospodarki, czas programów społecznych, dzięki którym zyskała polska rodzina 500 Plus, wzrastające wynagrodzenia",1.06,0.39,0.4,0.51,0.32,HAP
"czas dobrze prowadzonej gospodarki, czas programów społecznych, dzięki którym zyskała polska rodzina inne programy społeczne, jak 300 plus czyli Dobry Start",0.4,0.17,0.17,0.24,0.14,HAP
"minione prawie 5 lat, to był dla Polski dobry czas. obok x polscy seniorzy zyskali wreszcie godziwą waloryzacji emerytur, zyskali trzynastą emeryturę, którą odebrali nawet teraz, kiedy dotknął nas koronawirus",0.15,0.07,0.11,0.07,0.06,HAP
"minione prawie 5 lat, to był dla Polski dobry czas. młodzi ludzie, którzy mają dzisiaj lepszy start, dlatego że nie płacą podatku dochodowego do 26 roku życia, a więc mogą lepiej konkurować na rynku pracy i więcej zarabiają",1.52,0.88,0.87,0.98,0.65,HAP
"społeczeństwo wróci na ścieżkę dynamicznego wzrostu gospodarczego na jakiej byliśmy jeszcze tak niedawno dzięki dobremu współdziałaniu pomiędzy prezydentem, rządem, a większością parlamentarną obronimy się",0.67,0.61,0.48,0.51,0.51,HAP
"społeczeństwo wróci na ścieżkę dynamicznego wzrostu gospodarczego na jakiej byliśmy jeszcze tak niedawno Andrzej Duda jest pełen optymizmu, bo wierzy w to, że my, Polacy razem damy radę i poradzimy sobie z kryzysem",0.61,0.42,0.44,0.51,0.32,HAP
"politykom chodzi o interes ich partii, a nie interes obywateli politykom chodzi o milionowe subwencje, o pieniądze, o tak zwane polityczne koryto",0.38,0.85,0.62,0.65,0.86,DIS
"publiczność nie może wierzyć w sondaże, które przygotował Szymon Hołownia sondaże, które przygotował Szymon Hołownia były przed tą debatą",1.06,0.5,0.43,0.53,0.36,HAP
"Marek Jakubiak od 18 roku życia ciężko pracuję Marek Jakubiak tak naprawdę to uratował kilka fabryk przed AWS-em i innymi organizacjami politycznymi, które w latach 90. zamykały wszystko, co polskie przekazując to w ręce zachodnie",1.18,0.72,0.75,0.79,0.67,HAP
"Marek Jakubiak od 18 roku życia ciężko pracuję to, że te wszystkie przedsiębiorstwa udało się Markowi Jakubiakowi uratować, to była determinacja, wiedza i praca",1.38,0.66,0.68,0.77,0.5,HAP
"emeryturę bez podatku trzeba wprowadzić emerytura bez podatku, to jest szansa na wyższą emeryturę dla milionów w emerytów i rencistów w Polsce",1.47,1.14,1.15,1.15,0.91,HAP
nie ma powrotu do wyższego wieku emerytalnego i Władysław Kosiniak-Kamysz nie zaakceptuje takiego rozwiązania ten sygnał społeczny został przez Władysława Kosiniaka-Kamysza odczytany,1.11,0.5,0.61,0.63,0.39,HAP
nie ma powrotu do wyższego wieku emerytalnego i Władysław Kosiniak-Kamysz nie zaakceptuje takiego rozwiązania tylko fanatyk nie zmienia poglądów,1.62,0.85,0.97,1.11,0.66,HAP
bardzo trudna debata nie mamy wyborów prezydenckich,1.31,0.97,0.66,1.07,0.65,HAP
bardzo trudna debata nie wiadomo kiedy będą wybory prezydenckie,1.31,0.97,0.66,1.07,0.65,HAP
bardzo trudna debata nie wiadomo na jakich warunkach odbędą się wybory prezydenckie,0.94,0.69,0.47,0.76,0.47,HAP
"my musimy rozmawiać, jako partnerzy, ale jako sojusznicy ważna jest Unia Europejska, ważne są Stany Zjednoczone, ważne są kraje Europy Wschodniej",1.06,0.5,0.49,0.58,0.41,HAP
"Małgorzata Kidawa-Błońska chciałaby pokazać, że możemy rozmawiać i że jesteśmy partnerem, który słucha, daje dobre propozycje i który jest partnerem wiarygodnym z wszystkimi krajami nie jesteśmy w najlepszych relacjach",1.77,0.63,0.59,0.82,0.46,HAP
"Małgorzata Kidawa-Błońska chciałaby i mówiła o tym wielokrotnie, zaprosić do Polski na pierwszą wizytę przedstawicieli Trójkąta Weimarskiego, żeby Polska na nowo wróciła do tego ważnego miejsca decydowania o losach w Europie Małgorzata Kidawa-Błońska chciałaby pokazać, że możemy rozmawiać i że jesteśmy partnerem, który słucha, daje dobre propozycje i który jest partnerem wiarygodnym",1.51,0.66,0.62,0.84,0.54,HAP
"kiedy Polska wróci do ważnego miejsca decydowania o losach w Europie, łatwiej nam będzie rozmawiać z wszystkimi innymi krajami Małgorzata Kidawa-Błońska chciałaby i mówiła o tym wielokrotnie, zaprosić do Polski na pierwszą wizytę przedstawicieli Trójkąta Weimarskiego, żeby Polska na nowo wróciła do tego ważnego miejsca decydowania o losach w Europie",0.99,0.52,0.52,0.65,0.46,HAP
"do dzisiaj polskie elity tego pana muszą mieć polskie elity nauczyły się za komuny, że trzeba mieć pana",0.0,0.0,0.0,0.0,0.0,None
"traktowani jesteśmy jak właśnie taki piesek na łańcuchu, który ma obszczekiwać ich przeciwników, tego naszego pana posiadanie pana przez polskie elity to jest taka reguła",0.35,0.63,0.46,0.78,0.41,FEA
"nic dziwnego, że nas nikt nie szanuje musimy służyć",0.87,1.05,1.26,1.31,1.15,FEA
"pojadę do tego, kto się na to też między nimi zgodzi cały ambaras, żeby dwoje chciało naraz",0.87,0.36,0.41,0.43,0.32,HAP
"wzmacnianie bezpieczeństwa Polski następuje także dzięki działaniom Andrzeja Dudy Andrzej Duda swoimi działaniami umożliwił budowę Baltic Pipe, gazociągu, którym będzie biegł gaz z Szelfu Norweskiego do Polski",0.7,0.26,0.2,0.4,0.22,HAP
"budowa gazociągu Baltic Pipe w najbliższym czasie się rozpocznie są już wszystkie zgody i jest podpisana umowa z firmą, która ten gazociąg ma wykonywać",1.24,0.45,0.45,0.61,0.38,HAP
jesteśmy coraz mocniejsi powstał w międzyczasie gazoport w Świnoujściu,0.0,0.0,0.0,0.0,0.0,None
jesteśmy coraz mocniejsi będziemy niedługo w pełni suwerenni energetycznie,0.68,0.17,0.26,0.28,0.14,HAP
"złożenie przez Andrzeja Dudę 31 projektów ustaw w ciągu jednej kadencji to naprawdę bardzo dobry wynik tylko prezydent Lech Kaczyński złożył więcej projektów ustaw w jednej kadencji niż Andrzej Duda, wśród wszystkich prezydentów do tej pory, którzy byli po 89 roku",0.49,0.48,0.42,0.52,0.41,FEA
złożenie przez Andrzeja Dudę 31 projektów ustaw w ciągu jednej kadencji to naprawdę bardzo dobry wynik w tej kadencji Andrzej Duda złożył w polskim Sejmie 31 projektów ustaw,0.33,0.35,0.32,0.46,0.31,FEA
"Władysław Kosiniak-Kamysz był ministrem, który był odpowiedzialny za podwyższenie wieku emerytalnego razem z premierem Donaldem Tuskiem Andrzej Duda ma dokumenty, które potwierdzają podpisy Władysława Kosiniaka-Kamysza złożone na ustawę podnoszącą wiek emerytalny",0.96,0.71,0.71,0.87,0.63,HAP
